처리상황단계내용,적용분야내용,개인정보유형내용,코드제목,주제내용,문제상황내용,질문,해결방법내용,결론내용,유사사례내용,faq식별자,최종수정년월일시,조회수,임시
제공,주택관리 분야,일반정보,부동산중개업소에서 입주민 개인정보를 알고 있다?,건설사와 부동산중개업소 간의 개인정보 제3자 제공,"새로 분양받은 아파트에 입주 후 인근 부동산중개업소에서 동·호수와 전화번호, 이름 등을 알고 홍보전화를 걸어왔습니다. 부동산중개업소에 어떠한 문의도 한 적이 없는데 어떻게 정보를 알고 전화를 하였는지 물어보니 아파트건설사로부터 개인정보를 받았다고 합니다.",아파트건설사가 부동산중개업소에게 아파트 입주민의 개인정보를 제공해도 되는 건지요?,"개인정보처리자(아파트건설사)는 개인정보를 당초 수집한 목적 범위를 초과하여 이용하거나 제3자에게 제공할 수 없습니다. 다만 정보주체로부터 별도 동의를 받았거나 다른 법률에 특별한 규정이 있는 경우 등은 제3자에게 제공이 허용됩니다.  비록 아파트건설사가 입주자들의 부동산 거래 편의를 위하여 개인정보를 부동산중개업소에 제공한 것 일수도 있으나, 이러한 경우에도 분양계약 체결 시에 수집한 개인정보를 부동산중개업소에 제공하는데 대한 별도의 동의를 받은 후에 개인정보를 제공하여야 합니다.",아파트건설사는 아파트 입주민으로부터 개인정보 제공에 대한 별도의 동의를 받은 경우에만 분양계약 체결 시에 수집한 개인정보를 제공할 수 있습니다.,"FAQ_0000000000000745,FAQ_0000000000000789",FAQ_0000000000000715,2013-10-01 17:34:46,2417,제공
안전성확보조치,의료 분야,민감정보,"의료기록 보관, 규모와 상관없이 보호조치 필요하다?",개인정보 서류의 물리적 보호조치 방법,"의료기관에서는 환자의 진료 및 관리를 위해 의료법에 따라 진료기록부를 작성하고 별도의 시설·장소에 보관하고 있습니다. 규모가 작은 의원급 의료기관 등에서는 장소, 비용 등의 문제로 대부분 수납장 등에 진료기록을 보관하고 있고, 또 수시로 진료기록을 꺼내보는 경우가 많습니다.","소규모의 의료기관에서 진료기록 등을 보관하는 경우 반드시 별도의 보관 시설·장소, 잠금장치 설치 등 물리적 조치를 취해야 하는지요?","의료기관의 경우 그 업무의 특성상 수시로 의료기록을 꺼내보는 경우가 발생하므로, 일과 중에는 잠금장치를 열어둔 채 업무공간에서 쓸 수 있습니다. 다만 일과 후 이를 보관하는 경우에는 개인정보 보호를 위하여 반드시 물리적 보호조치를 취해야 합니다. 의원급 의료기관 등에서도 개인정보의 안전한 보관을 위해 보관시설을 마련하거나 잠금장치를 설치해야 합니다. 다만 물리적 보관 장소를 반드시 별도로 마련해야 한다는 의미는 아니며, 해당 개인정보처리자의 사정에 따라 수납장 등 보관 시설에 잠금장치를 설치하는 방법도 무방합니다.","개인정보보호법 제29조, 개인정보의 안전성 확보조치 기준 고시 제10조에 따르면 비록 의원급 의료기관 등 소규모의 개인정보처리자라 하더라도 반드시 물리적 접근방지 조치를 취해야 합니다.","FAQ_0000000000000747,FAQ_0000000000000767,FAQ_0000000000000775,FAQ_0000000000000801",FAQ_0000000000000798,2013-10-16 11:49:29,3514,안전성확보조치
제공,금융 분야,민감정보,보험사는 보험금 지급을 위해 개인의 의료기록을 제공받을 수 있다?,보험사 및 의료기관 간의 개인정보 제3자 제공 위법성 여부,교통사고로 병원에 입원하여 치료를 받은 후 보험사에 보험금을 청구하였습니다. 그런데 보험금 청구 후 보험사가 병원으로부터 진료기록 일체를 제공받아 갔습니다. 보험금 지급을 위한 확인절차라고는 하지만 개인의 병원 진료기록을 복사해 가는 것은 과도하다는 생각이 듭니다.,"보험금을 청구했을 때, 보험사는 병원으로부터 보험계약자의 의료기록을 제공받을 수 있는지요?","개인정보 보호법은 원칙적으로 개인정보를 수집 목적 범위를 초과하여 이용하거나 제3자에게 제공하는 행위를 금지하고 있으나, 예외적으로 ‘다른 법률에 특별한 규정이 있는 경우’에는 비록 정보주체 본인 동의가 없다 하더라도 개인정보 제3자 제공이 허용됩니다. 「자동차손해배상보장법」이나 「의료법」은 의료기관으로부터 자동차보험진료수가 청구를 받은 보험회사 등은 정보주체 본인 동의가 없더라도 의료기관에 대해 관계 진료기록의 열람 및 사본교부를 청구할 수 있도록 규정하고 있습니다. 따라서 자동차보험진료수가 청구를 받은 보험회사 등은 피보험자의 동의가 없더라도 의료기관에 대해 관계 진료기록의 열람 및 사본교부를 청구할 수 있습니다.다만, 「자동차손해배상보장법」이나 「의료법」 등에서와 같이 환자 아닌 사람에게 환자에 관한 기록의 열람이 가능하도록 법령에서 특별히 규정한 경우가 아니라면, 일반적으로 보험회사가 의료기관으로부터 환자의 진료기록을 열람하기위해서는 정보주체로부터 위임장을 받아야 할 것입니다.",「자동차손해배상보장법」및「의료법」에 따라 자동차보험진료수가 청구를 받은 보험회사 등은 정보주체 본인 동의가 없더라도 의료기관에 대해 관계 진료기록의 열람 및 사본교부를 청구할 수 있습니다.,FAQ_0000000000000807,FAQ_0000000000000716,2013-10-16 11:35:42,2594,제공
수집·이용,공통분야,일반정보,기업 계열사별 개인정보보호책임자를 지정해야 한다?,기업 그룹에서 개인정보 보호책임자의 지정 범위,"12개의 계열사로 구성되어 있는 저희 그룹에서는 본사의 개인정보보호책임자로 하여금 다른 계열사의 개인정보 보호업무도 총괄하도록 하려고 합니다. 그런데, 개인정보 보호법에 따라 개인정보처리자는 개인정보보호책임자를 지정해야 한다고 들었습니다.",본사와 계열사로 구성되어 있는 그룹에서 계열사가 별도로 개인정보 보호책임자를 지정하지 않아도 되는지요?,"개인정보보호책임자는 개인정보 처리에 관한 업무를 총괄해서 책임지는 자로서 개인정보처리자는 개인정보 보호책임자를 지정해야 합니다.‘개인정보처리자’란 업무를 목적으로 개인정보파일을 운용하기 위하여 스스로 또는 다른 사람을 통하여 개인정보를 처리하는 공공기관, 법인, 단체 및 개인 등을 의미합니다. 통상 기업 그룹이라고 불리우는 ‘기업집단’에 대해서는 그 계열회사를 모두 포함하여 하나의 개인정보처리자라고 판단하는 것은 곤란하며, 각각의 계열회사가 사업 목적이나 범위, 개인정보의 처리 목적 등이 서로 상이한 경우에는 각각 별개의 개인정보처리자라고 판단하여야 합니다.","기업집단에 속한 계열사라 하더라도 그 사업목적과 범위, 개인정보의 처리목적이 각기 상이한 경우에는 각각 자신들의 개인정보 처리에 관한 업무를 총괄하는 개인정보 보호책임자를 별도로 지정하여야 합니다.",,FAQ_0000000000000721,2013-10-07 11:50:23,2860,수집·이용
제공,교육 분야,일반정보,학교는 동창회에 졸업생 정보 제공해도 된다?,동창회의 요청에 따라 학교가 졸업생의 개인정보 제공 가능 여부,"동창회는 졸업생간 원활한 교류 활성화를 위하여 졸업생의 연락처 공유가 필요하다고 판단하고, 졸업생의 연락처 및 근황이 포함된 동창회 명부를 발간하기로 하였습니다. 동창회는 학교 졸업생을 파악하고 연락처를 알아내기 위하여 학교에 졸업생에 관한 자료제공을 요청하였습니다. 요청한 졸업생 정보는 성명, 학번, 학부 및 전공, 입학년도, 졸업년도, 핸드폰, 자택전화, 자택주소, 이메일주소, 직장명, 직장전화, 직장주소입니다.",학교는 동창회의 요청에 따라 졸업생의 동의 없이 동창회가 요구한 졸업생의 개인정보를 제공할 수 있는지요?,"개인정보보호법에 따라 개인정보처리자(학교)는 법령의 근거가 있거나 정보주체의 별도의 동의가 있는 경우에만 개인정보를 제3자에게 제공할 수 있습니다. 학교와 동창회는 별개의 독립된 개인정보처리자이며, 학교가 보유하고 있는 졸업생의 개인정보를 동창생 명부를 발간하려는 동창회에 제공하기 위해서는 졸업생에게 제공받는 자와 제공받는 자의 이용목적, 제공하는 개인정보 항목, 개인정보를 제공받는 자의 보유 및 이용기간, 동의거부 권리 및 동의 거부 시 불이익의 내용 등을 알리고 동의를 받아야 합니다.",학교는 해당 졸업생의 동의를 받아 개인정보를 동창회에 제공할 수 있습니다,FAQ_0000000000000756,FAQ_0000000000000809,2013-10-02 14:04:23,3716,제공
수집·이용,인사업무 분야,영상정보,안전을 위해 설치한 CCTV를 직원 근태관리에 이용한다?,CCTV 영상을 근태관리에 활용 가능 여부,"최근 일부 직원들이 업무시간에 근무지를 이탈하거나, 초과근무 신청을 해놓고 외부에서 시간을 보내다 들어와 퇴근하는 사례가 빈번하게 발생하고 있습니다. 이로 인해 업무에 차질이 생기고 회사의 예산이 낭비되고 있어, CCTV 영상을 활용하여 직원의 근태를 관리하고 부정행위를 적발하고자 합니다.","시설안전, 화재예방 및 범죄예방의 목적으로 설치하여 수집한 영상정보를 근로자의 근태관리를 위해 이용할 수 있는지요?","CCTV는 당초 설치목적에 따라 이용되어야 하므로 당초 시설안전 등을 목적으로 설치한 CCTV를 근태관리 목적으로는 이용할 수 없습니다다만, 근로자참여 및 협력증진에 관한 법률은 근로자 감시 장비 설치를 노사 양자의 협의사항으로 규정하고 있으므로, 노사협의를 통하여 근로모니터링 목적의 CCTV를 설치·운영할 수 있습니다.","시설안전 및 화재와 범죄예방 목적으로 설치한 CCTV에 녹화된 영상정보는 해당 목적으로만 이용해야 하므로 근로자의 근태관리, 부정행위 감시 목적으로 이용할 수 없습니다.","FAQ_0000000000000772,FAQ_0000000000000820",FAQ_0000000000000793,2013-10-11 20:53:19,4950,수집·이용
수집·이용,공통분야,일반정보,제품 판매 시 고객의 개인정보를 수집한다?,제품 판매 시 리콜의무 등을 위해 고객의 동의 없이 개인정보 수집,저희 회사는 전자제품을 제조·판매하는 회사로 제조물 책임법 제7조제2항에 따라 고객에게 제품 인도 후 10년 동안 리콜 및 손해배상을 해줘야 하는 의무가 있으며 온라인 판매 없이 직접 오프라인 매장을 통해 판매하면서 고객정보를 수집하고 있습니다.,"제조물 책임법에 따른 손해배상 의무를 이행하기 위하여 제품 판매 시 고객정보를 수집하고 있는데, 고객의 동의 없이 개인정보를 수집할 수 있나요?","제조물 책임법에 따라 귀사가 제조한 제조물로 인해 손해가 발생한 경우 귀사는 손해를 배상할 의무가 있으나, 일반적으로 손해배상은 고객이 손해배상을 청구하는 경우에 이루어지며, 손해배상청구를 통해 고객의 개인정보를 수집·이용할 수 있습니다. 다만,  현재 손해를 배상할 상황이 발생하지 않았는데도 불구하고 향후 발생할 수 있는 손해배상에 대비하여 제품 판매 시 고객의 개인정보를 수집하는 것은 개인정보보호법 제15조제1항제2호에 따른 법령상 의무를 준수하기 위하여 불가피한 경우에 해당하지 않습니다.",현재 손해를 배상할 상황이 발생하지 않았는데도 불구하고 향후 발생할 수 있는 손해배상에 대비하여 제품 판매 시 고객의 개인정보를 수집하는 것은 개인정보보호법 제15조제1항제2호에 따른 법령상 의무를 준수하기 위하여 불가피한 경우에 해당하지 않으므로 고객의 동의를 받아야 합니다.,FAQ_0000000000000804,FAQ_0000000000000757,2013-10-14 17:32:37,3505,수집·이용
위탁,인사업무 분야,인사정보,복리후생 차원의 물품 구입 시 직원정보 제공해도 된다?,직원정보 제3자 제공 관련,"회사에서 직원 및 직원 가족에게 복지차원으로 지급할 물품을 구입할 때 물품배송을 위하여 집 주소, 이메일 주소 등 개인정보를 백화점 등 물품판매처에 제공해야 하는 경우가 있습니다.",직원 복지차원에서 직원 및 직원 가족에게 지급할 물품을 구매하고 개인정보를 물품판매업체(백화점 등)에 제공하는 경우 정보주체인 직원이나 직원 가족의 동의를 얻어야 하는지요?,"직원 복지 제공을 위해 물품의 구입 및 배송 등을 외부 판매업체에게 맡기는 것은 개인정보의 제3자 제공이 아니라 개인정보의 처리위탁에 해당됩니다(개인정보보호법 제26조 참조). 따라서 이러한 경우에는 직원의 별도 동의는 필요하지 않으며, 다만 그 개인정보 처리위탁에 관한 사항(위탁업무의 내용, 수탁자)을 직원 들이 언제든지 쉽게 확인할 수 있도록 내부 게시판, 내부 간행물 등을 통해 공개하여야 합니다. 여기서 근로자의 개인정보 처리 위탁에 관한 내용은 관련 근로자에게만 공개 가능하다는 점을 주의하여야 합니다.",회사는 직원 본인 및 직원 가족 등에 대한 복리후생을 제공하기 위하여 필요한 경우에는 직원이나 직원 가족의 동의 없이 개인정보를 수집·이용할 수 있습니다. 이는 근로복지기본법 제5조에 따른 기업의 근로자에 대한 복지제공 의무(법령상 의무)에 해당하기 때문입니다.(개인정보보호법 제15조제1항제2호 참조),"FAQ_0000000000000744,FAQ_0000000000000772,FAQ_0000000000000820",FAQ_0000000000000796,2013-10-11 20:56:09,4475,위탁
제공,주택관리 분야,일반정보,조합은 업무 위탁 시 용역업체에 조합원 정보를 제공할 수 있다?,주택재개발정비사업 조합장이 용역업체에 조합원 정보를 제공하여 서면 결의서를 받는 행위의 적법 여부,저는 주택재개발정비사업조합의 조합원으로서 저의 개인정보를 조합에는 제공하였으나 다른 사람에게 제공하는 것에 동의한 적은 없습니다. 그런데 최근 조합의 용역업체의 홍보요원으로부터 총회 개최에 대한 서면 결의서를 받으러 온다는 연락이 왔습니다.,"제가 개인정보 제3자 제공에 대한 동의를 하지 않았는데도 불구하고, 조합이 조합원의 개인정보를 용역업체의 홍보요원에게 제공하는 것은 개인정보보호법 위반이 아닌가요?","도시 및 주거환경정비법에 따라 조합은 조합원으로 구성되는 총회를 두어야 하고, 총회는 조합장의 직권 또는 조합원 5분의1 이상 또는 대의원 3분의2 이상의 요구로 조합장이 소집할 수 있으며, 조합장은 총회 개최 내용을 조합원에게 알려야 합니다.개인정보처리자는 개인정보 처리업무를 제3자에게 위탁할 수 있으며, 이때 정보주체의 동의를 필요로 하지는 않습니다. 개인정보처리업무를 위탁하는 경우에는 위탁업무 수행 목적 외 개인정보의 처리 금지에 관한 사항과 개인정보의 기술적·관리적 보호조치에 관한 사항, 위탁업무의 목적 및 범위, 재 위탁 제한에 관한 사항, 수탁자의 개인정보 관리현황 감독에 관한 사항 및 손해배상 등 책임에 관한 사항이 포함된 문서에 의하여야 하며, 위탁하는 업무의 내용과 수탁자를 인터넷 홈페이지에 지속적으로 공개하여야 합니다.",개인정보보호법상의 업무위탁 절차와 기준에 따라 조합이 용역업체를 선정하여 개인정보처리가 수반되는 업무를 위탁하는 경우에는 조합은 조합원의 동의 없이 개인정보를 용역업체에게 제공할 수 있습니다.,"FAQ_0000000000000745,FAQ_0000000000000763",FAQ_0000000000000787,2013-10-02 11:54:18,2165,제공
위탁,공공기관,일반정보,공공기관은 고객만족도 조사 위탁 시 개인정보 제공해도 된다?,○○공사 고객만족도 조사업무 위탁 시 개인정보 제공 가능 여부,"○○공사는 외부 리서치업체를 선정하여 전문가, 관계자, 참여자, 수혜자 등의 고객을 대상으로 하는 설문조사를 위탁하고자 합니다. 전자우편 또는 전화를 이용하여 설문조사를 실시할 예정이며, 이를 위하여 ○○공사에서 수집한 설문대상자의 성명, 소속, 이메일주소, 전화번호 등을 리서치 업체에 제공하고자 합니다.",○○공사에서 고객만족도 조사를 위한 설문조사를 위탁하면서 수집한 개인정보를 고객만족도 조사에 이용하기 위하여 외부 리서치업체에 제공할 수 있는지요?,"개인정보보호법에 따라 개인정보처리자(○○공사)는 법령상 의무 준수 또는 법령에서 정한 소관업무 수행을 위하여 불가피한 경우 정보주체의 동의 없이 개인정보를 수집·이용할 수 있습니다. 또한, 공공기관의 운영에 관한 법률 제13조제2항에 따라 공공기관은 연1회 이상 고객만족도 조사를 의무적으로 실시해야 합니다. 따라서 공공기관은 공공기관의 운영에 관한 법률에 따른 고객만족도 실시 의무를 준수하기 위하여 동의 없이 고객만족도 설문조사에 필요한 개인정보를 이용할 수 있습니다.따라서, ○○공사에서는 외부기관을 선정하여 고객만족도 조사를 위탁할 수 있으며, 정보주체인 조사대상자의 동의 없이 고객만족도 조사를 위해 필요한 개인정보를 외부기관에게 제공할 수 있습니다.",○○공사는 고객만족도 조사 업무를 위탁한 외부 리서치 업체에게 정보주체의 동의 없이 개인정보를 제공할 수 있으나 개인정보보호법 제26조에 따라 위탁시 주의사항을 준수하여야 합니다,"FAQ_0000000000000730,FAQ_0000000000000759,FAQ_0000000000000760,FAQ_0000000000000774,FAQ_0000000000000783,FAQ_0000000000000814,FAQ_0000000000000815",FAQ_0000000000000819,2013-10-14 18:06:49,4710,위탁
위탁,공통분야,일반정보,판촉행사 위탁 시 고객에게 알려야 한다?,판촉행사 위탁 시 고지대상과 고지범위 및 고지방법,"A사는 전화나 우편을 이용하여 고객에게 정기세일 또는 사은품 증정행사 등에 관한 안내를 하고 있습니다. 그런데 A회사가 매 행사시마다 직접 고객에게 안내할 수 없어, 이를 외부 대행업체에 위탁하여 고객에게 텔레마케팅(TM)을 하거나 우편물(DM)을 발송하고 있습니다.","텔레마케팅(TM)을 하거나 우편물(DM) 발송업무를 위탁할 때, 고객에게 위탁업체를 알려야 한다고 하는데, 어떠한 방식으로 알려야 하나요?","A사의 텔레마케팅(TM) 및 우편물(DM) 발송 등의 업무는 재화 또는 서비스를 홍보하거나 판매를 권유하는 업무에 해당됩니다. 개인정보 보호법 제26조에 따라 개인정보처리자가 개인정보 처리업무를 위탁하는 경우 정보주체의 동의는 필요하지 않지만, 정보주체가 언제든지 쉽게 확인할 수 있도록 개인정보처리자의 인터넷 홈페이지에 위탁하는 업무의 내용과 수탁자를 지속적으로 게재하여야 합니다. 다만 위탁자가 재화 또는 서비스를 홍보하거나 판매를 권유하는 업무를 위탁하는 경우에는 개인정보 보호법 시행령 제28조4항에 따라 ‘서면, 전자우편, 팩스, 전화, 문자전송 또는 이에 상당하는 방법(이하 “서면등의 방법”)으로 위탁하는 업무의 내용과 수탁자를 고객에게 알리고, 서면 등의 방법으로 알릴 수 없는 경우에는 개인정보 처리자의 인터넷 홈페이지에 30일 이상 게재하여야 합니다.","A사는 재화 또는 서비스를 홍보하거나 판매를 권유하는 업무(TM)를 위탁하고 있으므로, ‘서면, 전자우편, 팩스, 전화, 문자전송 또는 이에 상당하는 방법으로 위탁하는 업무의 내용과 수탁자를 고객에게 알려야 합니다.","FAQ_0000000000000754,FAQ_0000000000000760,FAQ_0000000000000770,FAQ_0000000000000815,FAQ_0000000000000819",FAQ_0000000000000814,2013-10-02 14:12:27,3039,위탁
제공,공공기관,일반정보,공공기관은 민원처리를 위해 개인정보를 제공해도 된다?,민원 처리를 위한다는 목적으로 제3자에게 개인정보를 제공하는 행위의 위법성 여부,"제가 운영하는 가게 인근 상점의 위법행위를 알게 되어 구청에 민원을 제기하였고, 1주일 후 인근 상점에서 왜 민원을 넣었냐며 항의를 하는 일이 발생했습니다. 알고 보니, 민원을 제기한 관할 구청에서 원활한 민원처리를 위해 민원 관련 정보를 문제의 상점에게 알려주었다고 합니다. 민원제기 시 민원인에 대한 정보는 비밀이 유지되어야 한다고 생각합니다.",구청에서 민원인의 정보를 피민원인에게 제공할 수 있나요?,개인정보 보호법은 개인정보보호에 관하여 다른 법률에 특별한 규정이 있는 경우 해당 법률에서 정하는 바에 따르도록 하고 있습니다.  「민원사무처리에 관한 법률」은 ‘행정기관의 장이 민원사무 처리와 관련하여 알게 된 민원사항의 내용과 민원의 신상정보 등이 누설되어 민원인의 권익이 침해되지 않도록 노력해야함’을 규정하고 있습니다.따라서 공공기관 등은 민원사항의 내용 및 민원인의 신상정보 등이 누설되지 않도록 하여야 합니다.,공공기관 등은 「민원사무처리에 관한 법률」에 따라 민원사항의 내용과 민원의 신상정보를 피민원인에게 누설하거나 제공하여서는 안됩니다.,"FAQ_0000000000000726,FAQ_0000000000000731",FAQ_0000000000000717,2013-10-01 17:46:34,5744,제공
제공,주택관리 분야,일반정보,고객정보 제3자 제공 시 제공받는 자 기재는 어떻게?,부동산 중개업소가 고객 정보를 관련 협회 및 사업자 단체와 공유 가능 여부,"부동산중개업을 하고 있는 사업자가 부동산 거래를 희망하는 고객의 개인정보를 중개업소 단체 및 지역 사업자들과 공유하고자 합니다. 개인정보 보호법에 따르면 제3자 제공에 관한 동의를 받을 때 개인정보를 제공받는 자를 알려야 하는데, 공인중개업소가  모든 업체를 동의서에 기재하는 것은 불가능합니다.",개인정보의 제3자 제공에 관한 동의서에 개인정보를 제공받는 자를 ‘동종 사업자단체 및 동종 사업자’로 기재해도 되는지요?,"개인정보를 제3자에게 제공하기 위하여 정보주체에게 동의를 받을 때에는 개인정보를 제공받는 자를 구체적으로 정보주체에게 알리고 동의를 받아야 합니다. 다만, 제공받는 자가 많아서 동의서에 모두 기재하는 것이 곤란한 경우에는 동의서에 개인정보를 제공받는 자는 별도의 서면 또는 인터넷 홈페이지에 구체적으로 기재하고, 정보주체가 해당 내용을 확인할 수 있도록 안내하는 것은 가능합니다. 또한, 표준 개인정보 보호지침에 따라 부동산 중개업소는 고객에게 개인정보를 제공받는 자를 알리는 경우에는 그 성명(법인 또는 단체의 명칭) 및 연락처를 함께 알려야 합니다.","동의서에 별도의 서면이나 인터넷 홈페이지에 개인정보를 제공받는 자의 구체적 목록이 기재되어 있고, 고객이 이를 확인할 수 있다면 동의서에 ‘동종 사업자단체 및 동종 사업자’라고 기재할 수 있습니다","FAQ_0000000000000715,FAQ_0000000000000787",FAQ_0000000000000785,2013-10-02 11:50:58,3504,제공
위탁,금융 분야,일반정보,금융회사는 모든 위탁업체 정보를 공개해야 한다?,개인정보처리를 위탁하는 경우 공개하는 방법,"00금융회사는 A사에게 고객관리시스템 개발업무를 위탁하고, B사에게는 회계시스템 개발 업무를 위탁하고 있습니다.고객관리시스템을 개발하기 위해서는 고객의 성명이나 연락처 등 개인정보 처리가 수반되고, 회계시스템은 고객이나 직원의 개인정보의 처리 없이 단순한 회계정보만 다루게 됩니다. 개인정보보호법에서는 개인정보의 처리를 위탁하는 경우 위탁의 내용을 지속적으로 공개하도록 규정하고 있습니다.",개인정보를 처리하지 않는 회계시스템과 같은 개발업무를 위탁하는 경우에도 위탁업체인 B를 공개해야 하는지요?,"개인정보보호법 제26조에서는 개인정보를 처리하는 업무를 위탁하는 경우 위탁하는 업무의 내용과 개인정보 처리 업무를 위탁받아 처리하는 자(이하 ""수탁자""라 한다)를 정보주체가 언제든지 쉽게 확인할 수 있도록 인터넷 홈페이지 등에 공개하도록 하고 있습니다.개인정보의 처리업무 위탁이란 개인정보처리자가 비용절감, 업무 효율화 등을 위하여 자신의 업무를 외부에 위탁하는 것으로써, 이에는 개인정보의 수집·관리 업무 그 자체를 위탁하는 경우와 개인정보의 이용 등이 수반되는 일반 업무를 위탁하는 경우가 모두 포함됩니다. 고객의 개인정보처리를 수반하는 고객관리시스템 개발위탁은 개인정보 처리업무의 위탁에 해당되고, 고객정보나 개인정보를 전혀 활용하지 않는 회계시스템 개발 위탁은 개인정보 처리 업무의 위탁에 해당되지 않습니다.","위탁자인 금융회사는 개인정보보호법 제26조에 따라 개인정보 처리 업무를 위탁받은 A사의 정보를 정보주체가 쉽게 알아볼 수 있도록 공개하여야 하며, 개인정보를 처리하지 않는 업무를 위탁받은 B사의 정보를 공개할 의무는 없습니다.","FAQ_0000000000000814,FAQ_0000000000000815,FAQ_0000000000000774",FAQ_0000000000000754,2013-10-14 17:31:09,3671,위탁
파기,의료 분야,일반정보,개인정보가 포함된 공공기록물은 함부로 파기해서는 안 된다?,공공기관의 개인정보 파기 시 개인정보보호법 적용여부,"저는 공공 의료기관에서 근무하고 있는 의무기록사입니다. 국가기록원에서 공공기록물 관리에 관한 법률에 따라 의료원에 기록물관리 자격을 갖춘 전문요원을 배치하도록 하고, 2012년부터는 전문요원의 심사 없이는 기록물을 폐기해서는 안 된다는 공문을 받았습니다. 의료법과 개인정보보호법에 의하여 보관기간이 지난 의무기록을 파기하고자 하는데, 이런 경우 공공기록물 관리에 관한 법률에 따라 의료원에 전문요원을 배치하고 전문요원의 심사를 거친 후에 의무기록을 파기해야 하는지 아니면 즉시 파기하여야 하는지가 불분명합니다.",공공기관에 해당하는 의료기관은 어느 법률에 따라 개인정보를 파기하여야 하나요?,개인정보보호법에 따라 개인정보 보호에 대하여 다른 법률에서 특별하게 규정하고 있는 경우에는 해당 법률이 개인정보 보호법에 우선하여 적용됩니다. 따라서 공공의료기관이 보유하고 있는 의무기록 중에 공공기록물 관리에 관한 법률이 적용되는 공공기록물은 공공기록물 관리에 관한 법률에 따라 의료기관에 배치된 전문요원의 심사를 받은 후에 파기하여야 합니다.,공공기록물 관리에 관한 법률의 적용을 받는 공공기록물은 공공기록물에서 정한 절차에 따라 파기해야 합니다.,"FAQ_0000000000000748,FAQ_0000000000000782",FAQ_0000000000000769,2013-10-02 11:17:28,5001,파기
수집·이용,공통분야,영상정보,개인이 휴대전화 카메라로 타인의 영상정보를 촬영하였다?,개인이 휴대전화 카메라로 타인의 영상정보를 촬영,몇일전 퇴근하려고 지하철을 탔는데 경로석에 앉아 대화를 나누시던 할아버지 두 분이 갑자기 언성을 높이면서 몸싸움이 벌어졌습니다 그런데 바로 맞은편에 서 있던 중학생정도로 보이는 학생이 휴대전화 카메라로 몸싸움 장면을 촬영하고 있었습니다.,다른 사람을 함부로 촬영하는 것은 개인정보침해 아닌가요?,"개인정보보호법은 기본적으로 업무를 목적으로 개인정보파일을 운용하기 위하여 스스로 또는 다른 사람을 통하여 개인정보를 처리하는 공공기관, 법인, 단체 및 개인(개인정보처리자)에게 적용되는 바, 사적·개인적 목적으로 영상을 촬영하는 행위는 개인정정보보호법이 적용되지 않습니다.다만, 다른 사람을 영상을 무단으로 촬영하여 인터넷 등에 올리는 경우 형법상 명예훼손 등에 따라 처벌받을 수 있습니다.",다른 사람의 영상을 무단으로 촬영하여 인터넷 등에 올리는 경우 형법상 명예훼손 등에 따라 처벌받을 수 있습니다.,FAQ_0000000000000732,FAQ_0000000000000788,2013-10-11 19:09:19,4184,CCTV
수집·이용,금융 분야,일반정보,보험가입설계를 위한 고객의 개인정보 수집은 가능하다?,보험 상담 시 수집한 개인정보를 동의 없이 보험가입설계서 발행에 이용 가능 여부,"보험설계사는 고객에게 적합한 보험 상품을 파악하기 위하여 상담과정에서 고객의 개인정보를 직접 묻고 있으며, 구체적인 보험 상품 내용과 보험료 산정을 위해 상담과정에서 알게 된 고객의 개인정보를 이용하여, 보험가입설계서를 발행하고 있습니다.",보험설계사가 보험가입설계를 위해 고객의 건강정보 등의 개인정보를 수집하는 경우 고객의 동의를 받아야 하는지요?,"개인정보보호법에 따라 주민등록번호 등의 고유식별번호와 범죄경력정보, 건강정보 등의 민감정보는 법령에서 구체적으로 허용하고 있거나 정보주체로부터 별도의 동의가 있는 경우에만 처리할 수 있습니다. 일반적으로 보험가입설계를 위해서는 주민등록번호, 자동차사고경력, 병력 등의 건강·질병정보의 수집·이용·제공 등의 처리가 필요합니다. 이와 관련하여 신용정보의 이용 및 보호에 관한 법률 제16조는 신용정보회사 등이 개인의 질병에 관한 정보를 수집·조사하거나 타인에게 제공하기 위해서 개인의 동의를 받도록 하고 있습니다. 또한 동법 시행령 제13조에 따라 「보험업법」 제4조에 따라 금융위원회로부터 보험업의 허가를 받은 보험회사가 개인의 질병에 관한 정보를 그 정보가 필요한 보험의 계약 및 보험금 지급업무와 관련한 목적으로 이용하여야 합니다.","보험설계사는 보험 상담을 통해 개인정보를 수집하는 경우 신용정보의 이용 및 보호에 관한 법률에 따라 고객으로부터 건강 및 질병에 관한 정보를 민감정보, 고유식별정보가 포함된 개인정보의 처리에 관한 동의를 받아야 할 것입니다.","FAQ_0000000000000716,FAQ_0000000000000751,FAQ_0000000000000771",FAQ_0000000000000807,2013-10-14 18:04:16,4581,수집·이용
